PNa,PNc,PV,SOM,CR
1.0051751592356688,0.389242745930644,0.030721966205837174,0.030878493129535247,0.09078300340436261
2.408439490445861,1.061571125265393,0.07168458781362005,0.10807472595337352,0.0
1.1046974522292992,1.309271054493984,0.11776753712237585,0.09263547938860586,0.0
1.2937898089171982,1.1323425336164192,0.0972862263184844,0.06175698625907058,0.0
0.17914012738853513,0.49539985845718343,0.03584229390681004,0.10807472595337352,0.0
0.16918789808917195,0.7430997876857738,0.06656426011264717,0.18527095877721173,0.0
0.05971337579617829,0.1415428167020524,0.020481310803891453,0.12351397251814081,0.0
0.009952229299363064,0.17692852087756553,0.015360983102918578,0.04631773969430306,0.0
0.009952229299363064,0.0353857041755131,0.015360983102918578,0.015439246564767601,0.0
0.009952229299363048,0.0707714083510262,0.0051203277009728675,0.015439246564767644,0.04791325179674689
